customer_id,Segment,Attribute,Value
232,Bronze,recency,1.326475281603169
233,Platinum,recency,-0.7687417228633185
234,Platinum,recency,-0.8701231908213745
235,Platinum,recency,-1.0221953927584582
236,Platinum,recency,-0.9546077474530876
237,Gold,recency,-0.6166695209262348
238,Bronze,recency,0.7519802965075193
239,Platinum,recency,-1.0390923040848008
240,Silver,recency,0.4309389813070091
241,Bronze,recency,-0.2618343830730393
242,Bronze,recency,1.1575061683397427
243,Silver,recency,0.19438222273821207
244,Bronze,recency,2.2220115818993293
245,Platinum,recency,-0.8532262794950318
246,Gold,recency,-0.5997726095998921
247,Bronze,recency,0.8364648531392325
248,Bronze,recency,1.2081969023187706
249,Silver,recency,-0.2618343830730393
250,Gold,recency,-0.5321849642945216
251,Silver,recency,-0.41390658501012306
252,Silver,recency,-0.008380713177899646
253,Platinum,recency,-0.7687417228633185
254,Gold,recency,-0.36321585103109516
255,Silver,recency,-0.09286526980961286
256,Platinum,recency,-1.0559892154111434
257,Bronze,recency,0.4985266266123796
258,Platinum,recency,-0.7518448115369759
259,Gold,recency,-0.5997726095998921
260,Platinum,recency,-0.9208139248004024
261,Silver,recency,-0.21114364909401137
262,Platinum,recency,-0.8870201021477171
263,Silver,recency,-0.27873129439938193
264,Bronze,recency,-0.24493747174669664
265,Silver,recency,0.27886677936992527
266,Gold,recency,-0.5152880529681789
267,Bronze,recency,1.1406092570134
268,Silver,recency,0.10989766610649886
269,Bronze,recency,1.7826918874144204
270,Platinum,recency,-0.937710836126745
271,Bronze,recency,2.3571868725100704
272,Bronze,recency,0.481629715286037
273,Gold,recency,-0.5828756982735495
274,Bronze,recency,1.4616505722139104
275,Bronze,recency,1.1744030796660854
276,Platinum,recency,-1.0052984814321155
277,Silver,recency,-0.701154077557948
278,Bronze,recency,3.134444793521832
279,Platinum,recency,-0.8194324568423464
280,Gold,recency,-0.32942202837840984
281,Gold,recency,-0.9039170134740597
282,Bronze,recency,0.10989766610649886
283,Bronze,recency,0.481629715286037
284,Bronze,recency,1.191299990992428
285,Platinum,recency,-0.937710836126745
286,Bronze,recency,1.2588876362977985
287,Bronze,recency,1.2757845476241412
288,Silver,recency,-0.3125251170520672
289,Gold,recency,-0.3125251170520672
290,Platinum,recency,-0.8701231908213745
291,Silver,recency,-0.3801127623574378
292,Silver,recency,-0.07596835848327022
293,Platinum,recency,-0.8870201021477171
294,Bronze,recency,0.8871555871182604
295,Gold,recency,-0.48149423031549365
296,Gold,recency,-0.9208139248004024
297,Platinum,recency,-0.9208139248004024
298,Platinum,recency,-0.9208139248004024
299,Bronze,recency,0.4985266266123796
300,Bronze,recency,1.5799289514983088
301,Bronze,recency,0.5154235379387223
302,Bronze,recency,3.607558310659426
303,Silver,recency,-0.32942202837840984
304,Silver,recency,0.2957636906962679
305,Gold,recency,-0.4983911416418363
306,Bronze,recency,1.0223308777290017
307,Platinum,recency,-0.8025355455160038
308,Gold,recency,-0.6335664322525775
309,Platinum,recency,-0.9039170134740597
310,Platinum,recency,-0.9208139248004024
311,Silver,recency,-0.02527762450424229
312,Platinum,recency,-0.8363293681686892
313,Platinum,recency,-0.7687417228633185
314,Gold,recency,-0.7180509888842906
315,Gold,recency,-0.5997726095998921
316,Gold,recency,-0.8701231908213745
317,Silver,recency,0.2957636906962679
318,Platinum,recency,-0.9039170134740597
319,Silver,recency,0.14369148875918414
320,Platinum,recency,-0.8532262794950318
321,Platinum,recency,-0.8532262794950318
322,Platinum,recency,-1.0390923040848008
323,Gold,recency,-0.464597318989151
324,Gold,recency,-0.701154077557948
325,Bronze,recency,1.191299990992428
326,Bronze,recency,1.664413508130022
327,Platinum,recency,-0.7856386341896612
328,Platinum,recency,-0.9884015701057729
329,Gold,recency,-0.48149423031549365
330,Bronze,recency,0.7519802965075193
331,Silver,recency,0.3295575133489532
332,Bronze,recency,3.3878984634169718
333,Gold,recency,-0.6842571662316054
334,Silver,recency,-0.1097621811359555
335,Silver,recency,-0.6504633435789201
336,Silver,recency,0.3295575133489532
337,Gold,recency,-0.4308034963364657
338,Platinum,recency,-0.8870201021477171
339,Silver,recency,-0.07596835848327022
340,Gold,recency,-0.5490818756208642
341,Bronze,recency,1.2081969023187706
342,Bronze,recency,0.5154235379387223
343,Bronze,recency,0.6843926512021488
344,Platinum,recency,-0.9208139248004024
345,Gold,recency,-0.7349479002106333
346,Platinum,recency,-0.8532262794950318
347,Silver,recency,-0.059071447156927574
348,Bronze,recency,1.056124700381687
349,Bronze,recency,1.7488980647617351
350,Platinum,recency,-0.9884015701057729
351,Gold,recency,-0.8701231908213745
352,Gold,recency,-0.6335664322525775
353,Gold,recency,-0.6673602549052627
354,Silver,recency,0.07610384345381357
355,Gold,recency,-0.29562820572572457
356,Silver,recency,-0.02527762450424229
357,Platinum,recency,-0.8025355455160038
358,Bronze,recency,0.1267945774328415
359,Platinum,recency,-0.9208139248004024
360,Platinum,recency,-0.9208139248004024
361,Bronze,recency,1.4109598382348822
362,Bronze,recency,0.4478358926333517
363,Platinum,recency,-0.8194324568423464
364,Platinum,recency,-0.8701231908213745
365,Silver,recency,-0.21114364909401137
366,Bronze,recency,0.8871555871182604
367,Gold,recency,-0.32942202837840984
368,Platinum,recency,-0.8363293681686892
369,Bronze,recency,0.6505988285494634
370,Bronze,recency,0.8195679418128898
371,Platinum,recency,-0.9039170134740597
372,Gold,recency,-0.5321849642945216
373,Bronze,recency,2.712022010363266
374,Platinum,recency,-0.8363293681686892
375,Bronze,recency,0.481629715286037
376,Silver,recency,-0.32942202837840984
377,Platinum,recency,-0.9546077474530876
378,Bronze,recency,1.0392277890553443
379,Bronze,recency,1.3940629269085396
380,Gold,recency,-0.464597318989151
381,Platinum,recency,-1.0221953927584582
382,Gold,recency,-0.464597318989151
383,Bronze,recency,-0.1942467377676687
384,Silver,recency,0.3802482473279811
385,Silver,recency,0.26196986804358263
386,Silver,recency,0.059206932127470926
387,Gold,recency,-0.5321849642945216
388,Bronze,recency,-0.12665909246229815
389,Bronze,recency,0.8533617644655751
390,Silver,recency,0.22817604539089736
391,Bronze,recency,-0.1097621811359555
392,Bronze,recency,0.6505988285494634
393,Bronze,recency,1.4109598382348822
394,Gold,recency,-0.29562820572572457
395,Gold,recency,-0.5490818756208642
396,Gold,recency,-0.5659787869472068
397,Gold,recency,-0.29562820572572457
398,Platinum,recency,-0.8532262794950318
399,Silver,recency,-0.228040560420354
400,Bronze,recency,1.2081969023187706
401,Gold,recency,-0.5659787869472068
402,Silver,recency,-0.1097621811359555
403,Silver,recency,-0.1097621811359555
404,Platinum,recency,-0.7518448115369759
405,Platinum,recency,-0.8194324568423464
406,Bronze,recency,0.7350833851811767
407,Platinum,recency,-0.9039170134740597
408,Platinum,recency,-0.7687417228633185
409,Gold,recency,-0.8363293681686892
410,Platinum,recency,-0.9546077474530876
411,Bronze,recency,2.1037332026149307
412,Silver,recency,-0.5997726095998921
413,Bronze,recency,1.7657949760880778
414,Silver,recency,-0.2618343830730393
415,Bronze,recency,3.134444793521832
416,Silver,recency,0.4309389813070091
417,Silver,recency,0.1267945774328415
418,Gold,recency,-0.5828756982735495
419,Platinum,recency,-0.8194324568423464
420,Silver,recency,-0.059071447156927574
421,Silver,recency,-0.1097621811359555
422,Bronze,recency,1.191299990992428
423,Bronze,recency,1.326475281603169
424,Silver,recency,0.19438222273821207
425,Gold,recency,-0.6335664322525775
426,Silver,recency,-0.059071447156927574
427,Bronze,recency,0.7857741191602046
428,Silver,recency,-0.1942467377676687
429,Platinum,recency,-0.7518448115369759
430,Silver,recency,0.042310020801128286
431,Bronze,recency,1.2757845476241412
432,Gold,recency,-0.701154077557948
433,Platinum,recency,-0.8025355455160038
434,Bronze,recency,3.9623934485126213
435,Bronze,recency,0.667495739875806
436,Bronze,recency,-0.21114364909401137
437,Silver,recency,-0.24493747174669664
438,Silver,recency,-0.1942467377676687
439,Bronze,recency,0.6168050058967781
440,Platinum,recency,-0.8701231908213745
441,Bronze,recency,-0.008380713177899646
442,Platinum,recency,-0.8363293681686892
443,Bronze,recency,2.407877606489098
444,Gold,recency,-0.29562820572572457
445,Gold,recency,-0.6504633435789201
446,Silver,recency,-0.17734982644132607
447,Platinum,recency,-1.0559892154111434
448,Bronze,recency,2.1206301139412735
449,Bronze,recency,1.191299990992428
450,Silver,recency,0.3295575133489532
451,Silver,recency,0.059206932127470926
452,Gold,recency,-0.6504633435789201
453,Gold,recency,-0.36321585103109516
454,Silver,recency,-0.228040560420354
455,Silver,recency,0.07610384345381357
456,Silver,recency,0.4309389813070091
457,Bronze,recency,0.8871555871182604
458,Gold,recency,-0.6166695209262348
459,Gold,recency,-0.41390658501012306
460,Bronze,recency,0.22817604539089736
461,Gold,recency,-0.7180509888842906
462,Bronze,recency,1.3433721929295117
463,Silver,recency,-0.059071447156927574
464,Platinum,recency,-0.9039170134740597
465,Platinum,recency,-0.9884015701057729
466,Gold,recency,-0.3801127623574378
467,Bronze,recency,1.799588798740763
468,Bronze,recency,0.5323204492650649
469,Bronze,recency,0.6505988285494634
470,Platinum,recency,-0.9039170134740597
471,Silver,recency,-0.24493747174669664
472,Silver,recency,-0.228040560420354
473,Bronze,recency,0.8871555871182604
474,Bronze,recency,0.5830111832440928
475,Gold,recency,-0.6504633435789201
476,Platinum,recency,-0.9039170134740597
477,Gold,recency,-0.464597318989151
478,Platinum,recency,-1.0052984814321155
479,Silver,recency,0.22817604539089736
480,Gold,recency,-0.7687417228633185
481,Gold,recency,-0.8194324568423464
482,Silver,recency,0.2112791340645547
483,Gold,recency,-0.3801127623574378
484,Gold,recency,-0.7349479002106333
485,Platinum,recency,-0.8194324568423464
486,Bronze,recency,0.481629715286037
487,Bronze,recency,1.2926814589504838
488,Gold,recency,-0.5997726095998921
489,Bronze,recency,1.0392277890553443
490,Silver,recency,-0.16045291511498344
491,Silver,recency,0.09300075478015621
492,Bronze,recency,0.4478358926333517
493,Bronze,recency,0.2112791340645547
494,Bronze,recency,1.191299990992428
495,Bronze,recency,1.1068154343607148
496,Silver,recency,-0.29562820572572457
497,Bronze,recency,-0.059071447156927574
498,Platinum,recency,-0.937710836126745
499,Silver,recency,-0.12665909246229815
500,Gold,recency,-0.6504633435789201
501,Bronze,recency,2.0192486459832173
502,Bronze,recency,1.7488980647617351
503,Bronze,recency,0.34645442467529586
504,Bronze,recency,1.241990724971456
505,Platinum,recency,-0.8194324568423464
506,Silver,recency,-0.1097621811359555
507,Gold,recency,-0.44770040766280833
508,Bronze,recency,1.5630320401719662
509,Bronze,recency,0.4478358926333517
510,Bronze,recency,-0.059071447156927574
511,Platinum,recency,-0.8701231908213745
512,Bronze,recency,0.5492173605914076
513,Platinum,recency,-0.8194324568423464
514,Bronze,recency,1.0223308777290017
515,Platinum,recency,-0.8194324568423464
516,Gold,recency,-0.7349479002106333
517,Platinum,recency,-0.8870201021477171
518,Bronze,recency,3.354104640764286
519,Silver,recency,-0.12665909246229815
520,Platinum,recency,-0.7856386341896612
521,Bronze,recency,1.5461351288456235
522,Silver,recency,-0.36321585103109516
523,Platinum,recency,-0.7518448115369759
524,Bronze,recency,1.2757845476241412
525,Bronze,recency,0.954743232423631
526,Bronze,recency,1.5461351288456235
527,Silver,recency,-0.32942202837840984
528,Bronze,recency,1.2081969023187706
529,Platinum,recency,-0.8532262794950318
530,Bronze,recency,1.6813104194563646
531,Silver,recency,-0.02527762450424229
532,Gold,recency,-0.5828756982735495
533,Platinum,recency,-1.0221953927584582
534,Platinum,recency,-0.9546077474530876
535,Bronze,recency,0.17748531141186943
536,Silver,recency,-0.5152880529681789
537,Bronze,recency,-0.228040560420354
538,Platinum,recency,-0.9884015701057729
539,Gold,recency,-0.44770040766280833
540,Silver,recency,0.27886677936992527
541,Bronze,recency,1.2588876362977985
542,Gold,recency,-0.41390658501012306
543,Platinum,recency,-1.0559892154111434
544,Bronze,recency,1.8671764440461336
545,Platinum,recency,-0.9546077474530876
546,Gold,recency,-0.4308034963364657
547,Silver,recency,0.19438222273821207
548,Platinum,recency,-0.8870201021477171
549,Gold,recency,-0.3801127623574378
550,Platinum,recency,-0.8194324568423464
551,Bronze,recency,1.5123413061929383
552,Bronze,recency,1.6306196854773367
553,Gold,recency,-0.7349479002106333
554,Silver,recency,-0.41390658501012306
555,Bronze,recency,1.7320011534353925
556,Platinum,recency,-0.9039170134740597
557,Bronze,recency,2.002351734656875
558,Gold,recency,-0.464597318989151
559,Platinum,recency,-0.9546077474530876
560,Gold,recency,-0.36321585103109516
561,Gold,recency,-0.5828756982735495
562,Gold,recency,-0.44770040766280833
563,Gold,recency,-0.4983911416418363
564,Platinum,recency,-0.8701231908213745
565,Bronze,recency,0.7012895625284914
566,Bronze,recency,-0.17734982644132607
567,Bronze,recency,-0.04217453583058493
568,Bronze,recency,0.481629715286037
569,Bronze,recency,0.5999080945704355
570,Gold,recency,-0.464597318989151
571,Bronze,recency,0.16058840008552677
572,Platinum,recency,-0.8363293681686892
573,Bronze,recency,0.718186473854834
574,Bronze,recency,3.6244552219857686
575,Bronze,recency,3.134444793521832
576,Platinum,recency,-0.937710836126745
577,Platinum,recency,-1.0221953927584582
578,Bronze,recency,2.3064961385310423
579,Silver,recency,-0.17734982644132607
580,Gold,recency,-0.6504633435789201
581,Silver,recency,-0.16045291511498344
582,Bronze,recency,1.4616505722139104
583,Gold,recency,-0.5321849642945216
584,Bronze,recency,1.1744030796660854
585,Bronze,recency,0.5830111832440928
586,Bronze,recency,0.46473280395969435
587,Silver,recency,-0.16045291511498344
588,Gold,recency,-0.7349479002106333
589,Gold,recency,-0.8870201021477171
590,Gold,recency,-0.32942202837840984
591,Bronze,recency,2.6782281877105807
592,Bronze,recency,2.3064961385310423
593,Platinum,recency,-1.0390923040848008
594,Gold,recency,-0.4983911416418363
595,Bronze,recency,2.0530424686359026
596,Silver,recency,0.3802482473279811
597,Silver,recency,-0.02527762450424229
598,Bronze,recency,1.1575061683397427
599,Bronze,recency,0.8871555871182604
600,Bronze,recency,2.424774517815441
601,Silver,recency,-0.07596835848327022
602,Silver,recency,0.24507295671724
603,Silver,recency,-0.228040560420354
604,Silver,recency,0.10989766610649886
605,Platinum,recency,-1.0221953927584582
606,Silver,recency,-0.12665909246229815
607,Silver,recency,-0.07596835848327022
608,Silver,recency,0.3802482473279811
609,Silver,recency,-0.44770040766280833
610,Silver,recency,-0.27873129439938193
611,Platinum,recency,-1.0052984814321155
612,Platinum,recency,-1.0390923040848008
613,Platinum,recency,-1.0052984814321155
614,Platinum,recency,-0.7518448115369759
615,Gold,recency,-0.3463189397047525
616,Bronze,recency,0.4985266266123796
617,Silver,recency,-0.7180509888842906
618,Bronze,recency,4.1482594731023905
619,Silver,recency,0.042310020801128286
620,Bronze,recency,0.6843926512021488
621,Platinum,recency,-1.0221953927584582
622,Bronze,recency,3.4385891973959994
623,Bronze,recency,0.5154235379387223
624,Bronze,recency,0.46473280395969435
625,Platinum,recency,-0.7856386341896612
626,Silver,recency,-0.14355600378864078
627,Silver,recency,-0.07596835848327022
628,Silver,recency,-0.14355600378864078
629,Silver,recency,0.02541310947478564
630,Silver,recency,-0.16045291511498344
631,Platinum,recency,-0.7856386341896612
632,Silver,recency,-0.36321585103109516
633,Platinum,recency,-1.0390923040848008
634,Platinum,recency,-0.7687417228633185
635,Gold,recency,-0.39700967368378043
636,Gold,recency,-0.7349479002106333
637,Platinum,recency,-0.937710836126745
638,Silver,recency,-0.04217453583058493
639,Platinum,recency,-0.9208139248004024
640,Platinum,recency,-0.8870201021477171
641,Bronze,recency,2.3571868725100704
642,Gold,recency,-0.6504633435789201
643,Bronze,recency,2.272702315878357
644,Bronze,recency,1.5968258628246514
645,Bronze,recency,0.9040524984446031
646,Bronze,recency,0.8026710304865472
647,Gold,recency,-0.3463189397047525
648,Silver,recency,-0.09286526980961286
649,Platinum,recency,-0.8701231908213745
650,Silver,recency,-0.21114364909401137
651,Platinum,recency,-0.7518448115369759
652,Platinum,recency,-0.9715046587794303
653,Gold,recency,-0.4308034963364657
654,Silver,recency,-0.5828756982735495
655,Silver,recency,-0.1942467377676687
656,Platinum,recency,-0.8870201021477171
657,Silver,recency,0.22817604539089736
658,Bronze,recency,0.5830111832440928
659,Bronze,recency,1.4109598382348822
660,Platinum,recency,-0.8532262794950318
661,Gold,recency,-0.48149423031549365
662,Silver,recency,0.39714515865432376
663,Silver,recency,0.17748531141186943
664,Bronze,recency,0.3633513360016385
665,Silver,recency,0.3802482473279811
666,Gold,recency,-0.36321585103109516
667,Gold,recency,-0.7349479002106333
668,Platinum,recency,-0.9546077474530876
669,Platinum,recency,-0.9208139248004024
670,Bronze,recency,0.9040524984446031
671,Silver,recency,-0.008380713177899646
672,Silver,recency,-0.21114364909401137
673,Platinum,recency,-1.0221953927584582
674,Bronze,recency,0.8871555871182604
675,Platinum,recency,-1.0559892154111434
676,Gold,recency,-0.4983911416418363
677,Silver,recency,0.14369148875918414
678,Bronze,recency,0.5323204492650649
679,Silver,recency,-0.008380713177899646
680,Platinum,recency,-0.8194324568423464
681,Platinum,recency,-0.937710836126745
682,Gold,recency,-0.7180509888842906
683,Platinum,recency,-0.8025355455160038
684,Gold,recency,-0.3463189397047525
685,Bronze,recency,0.667495739875806
686,Gold,recency,-0.4308034963364657
687,Platinum,recency,-0.9208139248004024
688,Silver,recency,0.3126606020226106
689,Gold,recency,-0.8532262794950318
690,Silver,recency,0.02541310947478564
691,Gold,recency,-0.39700967368378043
692,Silver,recency,-0.21114364909401137
693,Platinum,recency,-0.8870201021477171
694,Platinum,recency,-0.937710836126745
695,Platinum,recency,-0.7856386341896612
696,Gold,recency,-0.701154077557948
697,Platinum,recency,-0.8701231908213745
698,Bronze,recency,0.22817604539089736
699,Bronze,recency,-0.12665909246229815
700,Bronze,recency,0.7350833851811767
701,Gold,recency,-0.5152880529681789
702,Bronze,recency,-0.008380713177899646
703,Platinum,recency,-1.0390923040848008
704,Platinum,recency,-0.8870201021477171
705,Gold,recency,-0.8701231908213745
706,Gold,recency,-0.5490818756208642
707,Gold,recency,-0.3125251170520672
708,Bronze,recency,1.900970266698819
709,Bronze,recency,1.4109598382348822
710,Gold,recency,-0.39700967368378043
711,Bronze,recency,0.34645442467529586
712,Silver,recency,-0.02527762450424229
713,Bronze,recency,3.2527231728062302
714,Silver,recency,-0.059071447156927574
715,Bronze,recency,1.613722774150994
716,Platinum,recency,-0.8532262794950318
717,Platinum,recency,-0.8194324568423464
718,Gold,recency,-0.48149423031549365
719,Platinum,recency,-0.8701231908213745
720,Gold,recency,-0.7180509888842906
721,Platinum,recency,-0.9884015701057729
722,Silver,recency,0.41404206998066645
723,Platinum,recency,-0.8025355455160038
724,Gold,recency,-0.6673602549052627
725,Platinum,recency,-1.0052984814321155
726,Silver,recency,-0.14355600378864078
727,Silver,recency,-0.02527762450424229
728,Gold,recency,-0.6335664322525775
729,Platinum,recency,-1.0390923040848008
730,Platinum,recency,-0.8194324568423464
731,Bronze,recency,1.2081969023187706
732,Silver,recency,0.02541310947478564
